pasal,pasal_text
29,"Pasal 29
(1) Dalam penyelenggaraan LKD, agen LKD dapat membantu
PJP penyelenggara LKD dalam memberikan layanan
kepada Pengguna Jasa berupa:
a. registrasi Pengguna Jasa;
b. pengisian ulang (top-up);
c. pembayaran atas tagihan;
d. tarik tunai; dan/atau
e. layanan lain yang ditetapkan atau disetujui Bank
Indonesia.
(2) Selain layanan sebagaimana dimaksud pada ayat (1), agen
LKD dapat membantu PJP penyelenggara LKD dalam
memberikan layanan penyaluran program Pemerintah
Republik Indonesia.
(3) Penyaluran program Pemerintah Republik Indonesia
sebagaimana dimaksud pada ayat (2) dilaksanakan sesuai
dengan ketentuan peraturan perundang-undangan
mengenai penyaluran program Pemerintah Republik
Indonesia, dengan tetap memperhatikan ketentuan
Peraturan Bank Indonesia mengenai sistem pembayaran.23
(4) Dalam menyelenggarakan kegiatannya, PJP penyelenggara
LKD dan agen LKD dapat menyelenggarakan aktivitas lain
yang diatur dan diawasi oleh otoritas yang berwenang."
30,"Pasal 30
PJP penyelenggara LKD harus menyediakan petunjuk manual
operasional dan perlengkapan operasional bagi agen LKD
untuk memastikan kelancaran dan keamanan
penyelenggaraan LKD."
31,"Pasal 31
PJP penyelenggara LKD menyampaikan laporan kepada Bank
Indonesia dalam hal terdapat penghentian kerja sama
dan/atau pemindahan lokasi agen LKD."
32,"Pasal 32
(1) Uang elektronik yang digunakan dalam penyelenggaraan
LKD melalui agen LKD merupakan uang elektronik
registered yang diproses secara daring (online).
(2) Perolehan uang elektronik sebagaimana dimaksud pada
ayat (1) diajukan oleh:
a. calon Pengguna Jasa melalui proses registrasi, baik
melalui agen LKD maupun dilakukan sendiri oleh
calon Pengguna Jasa (self-registration); atau
b. institusi/lembaga Pemerintah atau lembaga lain
untuk kepentingan tertentu melalui proses registrasi
secara massal (bulk registration)."
33,"Pasal 33
(1) Proses perolehan uang elektronik sebagaimana dimaksud
dalam Pasal 32 ayat (2) menerapkan anti pencucian uang
dan pencegahan pendanaan terorisme sebagaimana
dimaksud dalam ketentuan mengenai anti pencucian uang
dan pencegahan pendanaan terorisme.
(2) Penerapan anti pencucian uang dan pencegahan
pendanaan terorisme sebagaimana dimaksud pada ayat (1)
dilakukan dengan menerapkan prosedur Customer Due24
Diligence (CDD) sesuai ketentuan mengenai anti pencucian
uang dan pencegahan pendanaan terorisme."
34,"Pasal 34
(1) Fitur uang elektronik dalam penyelenggaraan LKD
mengacu pada fitur uang elektronik sebagaimana
dimaksud dalam ketentuan Peraturan Bank Indonesia
mengenai sistem pembayaran.
(2) Batas nilai dan batas transaksi uang elektronik dalam
penyelenggaraan LKD mengacu pada batas nilai dan batas
transaksi uang elektronik sebagaimana dimaksud dalam
Pasal 22."
35,"Pasal 35
(1) Agen LKD dapat mengenakan biaya layanan kepada
Pengguna Jasa sesuai dengan jenis biaya yang diatur
dalam ketentuan Peraturan Bank Indonesia mengenai
sistem pembayaran.
(2) Tata cara dan besarnya biaya layanan yang dapat
dikenakan oleh agen LKD kepada Pengguna Jasa
sebagaimana dimaksud pada ayat (1) harus dimuat dalam
perjanjian kerja sama antara agen LKD dan PJP
penyelenggara LKD.
(3) PJP penyelenggara LKD dan/atau agen LKD
menginformasikan biaya layanan sebagaimana dimaksud
pada ayat (1) kepada Pengguna Jasa secara jelas dan
transparan."
36,"Pasal 36
Dalam penyelenggaraan layanan melalui agen LKD, sistem
teknologi informasi yang digunakan paling sedikit harus
memiliki kemampuan untuk:
a. mendukung proses registrasi secara elektronik melalui
agen LKD;
b. menyampaikan informasi transaksi secara terenkripsi;
c. menyampaikan notifikasi atas setiap transaksi Pengguna
Jasa segera setelah transaksi terjadi;25
d. mendukung interkoneksi antar PJP penyelenggara LKD;
e. membatasi transaksi Pengguna Jasa secara otomatis (auto
limit) sesuai dengan batas nilai uang elektronik dan nilai
transaksi; dan
f. memberlakukan batas waktu (time-out) proses transaksi."
37,"Pasal 37
(1) PJP penyelenggara LKD wajib memastikan pemenuhan
prinsip perlindungan konsumen dalam penyelenggaraan
LKD meliputi:
a. penyediaan informasi mengenai layanan agen LKD
kepada calon Pengguna Jasa dan Pengguna Jasa;
b. pelaksanaan edukasi, baik dilakukan sendiri atau
melalui agen LKD, kepada calon Pengguna Jasa dan
Pengguna Jasa mengenai penyelenggaraan LKD; dan
c. penyediaan sistem yang andal untuk monitoring dan
penyampaian keluhan, serta menindaklanjuti setiap
pengaduan yang disampaikan oleh Pengguna Jasa.
(2) Pemenuhan prinsip perlindungan konsumen sebagaimana
dimaksud pada ayat (1) dilaksanakan sesuai ketentuan
Peraturan Bank Indonesia mengenai perlindungan
konsumen Bank Indonesia."
38,"Pasal 38
(1) PJP penyelenggara LKD harus melakukan pengawasan
terhadap pelaksanaan kegiatan oleh agen LKD.
(2) Pengawasan sebagaimana dimaksud pada ayat (1) paling
sedikit mencakup aspek:
a. pemenuhan ketentuan penyelenggaraan LKD;
b. kepatuhan terhadap peraturan perundang-
undangan;
c. kepatuhan terhadap petunjuk manual operasional;
d. pemenuhan perjanjian kerja sama; dan
e. kinerja agen LKD.
(3) PJP penyelenggara LKD harus memastikan kelangsungan
kegiatan LKD dalam hal terdapat keadaan memaksa (force26
majeure) yang mengakibatkan agen LKD tidak dapat
beroperasi."
39,"Pasal 39
Bank Indonesia dapat menetapkan kebijakan dalam
penyelenggaraan LKD yang didasarkan pada pertimbangan:
a. mendukung kebijakan ekonomi dan keuangan nasional;
b. menjaga efisiensi nasional;
c. menjaga kepentingan publik;
d. menjaga pertumbuhan industri; dan/atau
e. menjaga persaingan usaha yang sehat."
40,"Pasal 40
Pedoman penyelenggaraan LKD dipublikasikan melalui laman
Bank Indonesia atau media lain yang ditetapkan Bank
Indonesia."
41,"Pasal 41
(1) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan kartu kredit wajib
menerapkan manajemen risiko termasuk prinsip kehati-
hatian yang dilakukan melalui penerbitan kartu kredit
berdasarkan permohonan yang ditandatangani oleh calon
pengguna kartu kredit.
(2) Permohonan penerbitan kartu kredit sebagaimana
dimaksud pada ayat (1) harus memuat informasi yang
memungkinkan PJP memastikan kebenaran identitas dan
melakukan verifikasi atas calon pengguna kartu kredit,
serta membuktikan maksud dan tujuan calon pengguna
kartu kredit.27
(3) Tanda tangan calon pengguna kartu kredit sebagaimana
dimaksud pada ayat (1) dapat berupa:
a. tanda tangan basah;
b. tanda tangan elektronik yang memenuhi pengaturan
tanda tangan elektronik dalam ketentuan peraturan
perundang-undangan mengenai informasi dan
transaksi elektronik;
c. mekanisme persetujuan elektronik yang dilengkapi
dengan kebijakan dan prosedur tertulis guna
memastikan kebenaran identitas, verifikasi calon
pengguna kartu kredit, serta membuktikan maksud
dan tujuan calon pengguna kartu kredit; atau
d. mekanisme lain yang ditetapkan Bank Indonesia.
(4) PJP yang melanggar kewajiban sebagaimana dimaksud
pada ayat (1) dikenai sanksi administratif sesuai dengan
ketentuan Peraturan Bank Indonesia mengenai sistem
pembayaran."
42,"Pasal 42
(1) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan kartu kredit wajib
menerapkan prinsip perlindungan konsumen dalam
menyelenggarakan kegiatan alat pembayaran
menggunakan kartu yang dilakukan dengan:
a. menyampaikan informasi tertulis kepada calon
pengguna kartu kredit dan pengguna kartu kredit atas
alat pembayaran menggunakan kartu yang
diterbitkan;
b. menyediakan sarana dan nomor telepon yang dapat
secara mudah digunakan dan/atau dihubungi oleh
calon pengguna kartu kredit dan pengguna kartu
kredit guna melakukan verifikasi kebenaran segala
fasilitas yang ditawarkan dan/atau informasi yang
disampaikan oleh PJP yang menyelenggarakan
aktivitas penatausahaan Sumber Dana berupa
penerbitan kartu kredit; dan28
c. memenuhi prinsip perlindungan konsumen lainnya
sesuai dengan ketentuan Peraturan Bank Indonesia.
(2) Penerapan prinsip perlindungan konsumen sebagaimana
dimaksud pada ayat (1) dilaksanakan sesuai dengan
ketentuan Peraturan Bank Indonesia mengenai
perlindungan konsumen Bank Indonesia."
43,"Pasal 43
Tata cara penyampaian informasi tertulis oleh PJP yang
menyelenggarakan aktivitas penatausahaan Sumber Dana
berupa penerbitan kartu kredit kepada calon pengguna dan
pengguna kartu kredit mencakup:
a. media penyampaian informasi;
b. perubahan substansi dan materi informasi;
c. ringkasan transaksi pengguna kartu kredit secara
tahunan; dan
d. informasi tagihan (billing statement)."
44,"Pasal 44
(1) Dalam penyelenggaraan akses ke Sumber Dana, PJP yang
menyelenggarakan aktivitas penatausahaan Sumber Dana
berupa penerbitan kartu kredit wajib menerapkan
manajemen risiko termasuk prinsip kehati-hatian yang
dilakukan melalui penerapan:
a. batas maksimum suku bunga akses ke Sumber Dana
berupa kartu kredit;
b. penghitungan bunga yang timbul atas transaksi
akses ke Sumber Dana berupa kartu kredit;
c. batas maksimum denda keterlambatan pembayaran
tagihan akses ke Sumber Dana berupa kartu kredit;
dan
d. batas maksimum penarikan tunai melalui mesin
anjungan tunai mandiri.
(2) Bank Indonesia menetapkan dan dapat melakukan
peninjauan kembali (review) batas maksimum:
a. suku bunga kartu kredit sebagaimana dimaksud
pada ayat (1) huruf a;29
b. denda keterlambatan sebagaimana dimaksud pada
ayat (1) huruf c; dan
c. penarikan tunai melalui mesin anjungan tunai
mandiri sebagaimana dimaksud pada ayat (1) huruf
d.
(3) Bank Indonesia menginformasikan batas maksimum suku
bunga kartu kredit, denda keterlambatan, dan penarikan
tunai melalui mesin anjungan tunai mandiri sebagaimana
dimaksud pada ayat (2) secara tertulis kepada PJP.
(4) PJP yang melanggar kewajiban sebagaimana dimaksud
pada ayat (1) dikenai sanksi administratif sesuai dengan
ketentuan Peraturan Bank Indonesia mengenai sistem
pembayaran."
45,"Pasal 45
(1) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan kartu kredit dilarang
memberikan secara otomatis fasilitas yang berdampak
tambahan biaya kepada pengguna kartu kredit, dan/atau
fasilitas lain di luar fungsi utama kartu kredit tanpa
persetujuan tertulis pengguna kartu kredit.
(2) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan kartu kredit dilarang
mencantumkan klausul dalam perjanjian yang
memberikan secara otomatis fasilitas yang berdampak
tambahan biaya kepada pengguna kartu kredit, dan/atau
fasilitas lain di luar fungsi utama kartu kredit tanpa
persetujuan tertulis pengguna kartu kredit."
46,"Pasal 46
(1) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan kartu kredit harus
meminta persetujuan pengguna kartu kredit sebelum
mempergunakan data pengguna kartu kredit untuk
menawarkan produk dan/atau fasilitas lain, baik yang
disediakan oleh PJP yang bersangkutan maupun pihak
lain.30
(2) Persetujuan pengguna kartu kredit sebagaimana
dimaksud pada ayat (1) dan dalam Pasal 45 dapat
diberikan secara tertulis atau elektronik dengan
memperhatikan ketentuan peraturan perundang-
undangan."
47,"Pasal 47
PJP yang menyelenggarakan aktivitas penatausahaan Sumber
Dana berupa penerbitan kartu kredit harus menyediakan
mekanisme dan sarana yang cepat dan mudah bagi pengguna
kartu kredit untuk mengakhiri fasilitas yang berdampak
tambahan biaya atau penggunaan data pengguna kartu kredit
untuk cross selling produk dan/atau fasilitas lainnya."
48,"Pasal 48
(1) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan kartu kredit wajib
menerapkan manajemen risiko kredit dalam
penyelenggaraan alat pembayaran menggunakan kartu
dengan memperhatikan paling sedikit:
a. batas minimum usia calon pengguna kartu kredit;
b. batas minimum pendapatan calon pengguna kartu
kredit;
c. batas maksimum plafon kredit yang dapat diberikan
kepada pengguna kartu kredit;
d. batas maksimum jumlah PJP yang
menyelenggarakan aktivitas penatausahaan Sumber
Dana berupa penerbitan kartu kredit; dan
e. batas minimum pembayaran oleh pengguna kartu
kredit.
(2) Penerapan manajemen risiko kredit berupa pembatasan
batas maksimum plafon kredit sebagaimana dimaksud
pada ayat (1) huruf c dan batas maksimum jumlah PJP
sebagaimana dimaksud pada ayat (1) huruf d tidak
berlaku bagi calon pengguna kartu kredit dan pengguna
kartu kredit yang memiliki pendapatan tertentu tiap
bulan.31
(3) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan kartu kredit wajib
memastikan pemenuhan penerapan manajemen risiko
kredit sebagaimana dimaksud pada ayat (1) dan ayat (2).
(4) Bank Indonesia dapat menetapkan batasan dan
melakukan peninjauan kembali (review) atas penerapan
manajemen risiko kredit dalam penyelenggaraan alat
pembayaran menggunakan kartu sebagaimana dimaksud
pada ayat (1) dan ayat (2).
(5) Bank Indonesia menginformasikan batasan penerapan
manajemen risiko kredit dalam penyelenggaraan alat
pembayaran menggunakan kartu sebagaimana dimaksud
pada ayat (4) secara tertulis kepada PJP.
(6) PJP yang melanggar kewajiban sebagaimana dimaksud
pada ayat (1) dan ayat (3) dikenai sanksi administratif
sesuai dengan ketentuan Peraturan Bank Indonesia
mengenai sistem pembayaran."
49,"Pasal 49
(1) Dalam penerapan manajemen risiko kredit sebagaimana
dimaksud dalam Pasal 48, PJP yang menyelenggarakan
aktivitas penatausahaan Sumber Dana berupa penerbitan
kartu kredit wajib melakukan pembaruan data pengguna
kartu kredit, pada saat:
a. kualitas kredit pengguna kartu kredit menunjukkan
penurunan;
b. PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan kartu kredit
memproses kenaikan plafon kredit; atau
c. sewaktu-waktu apabila diperlukan.
(2) PJP yang melanggar kewajiban sebagaimana dimaksud
pada ayat (1) dikenai sanksi administratif sesuai dengan
ketentuan Peraturan Bank Indonesia mengenai sistem
pembayaran."
50,"Pasal 50
(1) Pengakhiran dan/atau penutupan fasilitas kartu kredit
atas permintaan pengguna kartu kredit dilakukan dengan
ketentuan:
a. permohonan pengakhiran dan/atau penutupan
dilakukan secara tertulis;
b. larangan menghambat keinginan pengguna kartu
kredit untuk melakukan pengakhiran dan/atau
penutupan fasilitas kartu kredit;
c. pemblokiran kartu kredit sejak menerima
permohonan pengakhiran dan/atau penutupan
fasilitas kartu kredit yang diajukan pengguna kartu
kredit;
d. larangan pengenaan biaya dan denda tambahan
selain biaya dan denda terkait dengan transaksi yang
telah dilakukan oleh pengguna kartu kredit sebelum
dilakukannya pemblokiran, atau biaya dan denda
terkait dengan kewajiban yang belum dipenuhi oleh
pengguna kartu kredit;
e. PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan kartu kredit harus
melakukan pengakhiran dan/atau penutupan
fasilitas kartu kredit dalam jangka waktu paling lama
3 (tiga) hari kerja setelah dilakukan pemblokiran;
f. PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan kartu kredit harus
mengembalikan saldo kredit kepada pengguna kartu
kredit paling lambat pada tanggal dilakukannya
pengakhiran dan/atau penutupan fasilitas kartu
kredit oleh PJP yang menyelenggarakan aktivitas
penatausahaan Sumber Dana berupa penerbitan
kartu kredit;
g. penutupan fasilitas kartu kredit untuk kartu utama
dan/atau kartu tambahan;
h. PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan kartu kredit
memberikan pernyataan penutupan (closing33
statement) kartu kredit kepada pengguna kartu
kredit; dan
i. pernyataan penutupan (closing statement)
disampaikan dalam bentuk surat dan/atau surat
elektronik yang harus sudah sampai pada alamat
pengguna kartu kredit paling lambat 10 (sepuluh)
hari kerja setelah tanggal dilakukannya penutupan
fasilitas kartu kredit.
(2) Pengembalian saldo kredit sebagaimana dimaksud pada
ayat (1) huruf f dilakukan dengan ketentuan:
a. saldo kredit berjumlah lebih besar dari biaya transfer
pengembalian; dan
b. biaya transfer saldo kredit menjadi beban pengguna
kartu kredit yang dapat dibebankan pada saldo kredit
tersebut.
(3) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan kartu kredit dapat
menutup kartu kredit dengan tetap menyampaikan
pernyataan penutupan (closing statement) dalam hal
terdapat alasan yang cukup bagi PJP yang
menyelenggarakan aktivitas penatausahaan Sumber Dana
berupa penerbitan kartu kredit untuk menutup kartu
kredit.
(4) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan kartu kredit dilarang
membebankan biaya tambahan dalam pengakhiran
fasilitas tambahan serta dalam penutupan fasilitas kartu
kredit."
51,"Pasal 51
Pedoman penyelenggaraan kartu kredit dipublikasikan melalui
laman Bank Indonesia atau media lain yang ditetapkan Bank
Indonesia."
52,"Pasal 52
(1) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan kartu anjungan tunai
mandiri dan/atau kartu debit wajib memberikan informasi
tertulis kepada calon pengguna dan pengguna kartu
anjungan tunai mandiri dan/atau kartu debit paling
sedikit memuat:
a. prosedur dan tata cara penggunaan kartu anjungan
tunai mandiri dan/atau kartu debit;
b. fasilitas yang melekat pada kartu anjungan tunai
mandiri dan/atau kartu debit;
c. risiko yang mungkin timbul dari penggunaan kartu
anjungan tunai mandiri dan/atau kartu debit;
d. hak dan kewajiban pengguna kartu anjungan tunai
mandiri dan/atau kartu debit; dan
e. tata cara dan perkiraan waktu penyelesaian
pengaduan.
(2) PJP yang melanggar kewajiban sebagaimana dimaksud
pada ayat (1) dikenai sanksi administratif sesuai dengan
ketentuan Peraturan Bank Indonesia mengenai sistem
pembayaran."
53,"Pasal 53
Tata cara penyampaian informasi tertulis oleh PJP yang
menyelenggarakan aktivitas penatausahaan Sumber Dana
berupa penerbitan kartu anjungan tunai mandiri dan/atau
kartu debit kepada calon pengguna dan pengguna kartu
anjungan tunai mandiri dan/atau kartu debit mencakup:
a. media penyampaian informasi; dan
b. perubahan substansi dan materi informasi."
54,"Pasal 54
(1) Dalam penyelenggaraan akses ke sumber dana berupa
kartu anjungan tunai mandiri dan/atau kartu debit, PJP
yang menyelenggarakan aktivitas penatausahaan Sumber
Dana berupa penerbitan kartu anjungan tunai mandiri
dan/atau kartu debit wajib menerapkan manajemen risiko
termasuk prinsip kehati-hatian yang dilakukan melalui
penerapan batas maksimum:
a. penarikan tunai melalui mesin anjungan tunai
mandiri; dan
b. nilai nominal dana yang dapat ditransfer antar PJP.
(2) Bank Indonesia menetapkan dan dapat melakukan
peninjauan kembali (review) batas maksimum:
a. penarikan tunai sebagaimana dimaksud pada ayat (1)
huruf a; dan
b. nilai nominal dana yang dapat ditransfer antar PJP
sebagaimana dimaksud pada ayat (1) huruf b.
(3) Bank Indonesia menginformasikan batas maksimum
penarikan tunai dan nilai nominal dana yang dapat
ditransfer sebagaimana dimaksud pada ayat (2) secara
tertulis kepada PJP.
(4) PJP yang melanggar kewajiban sebagaimana dimaksud
pada ayat (1) dikenai sanksi administratif sesuai dengan
ketentuan Peraturan Bank Indonesia mengenai sistem
pembayaran."
55,"Pasal 55
Pedoman penyelenggaraan kartu anjungan tunai mandiri
dan/atau kartu debit dipublikasikan melalui laman Bank
Indonesia atau media lain yang ditetapkan Bank Indonesia."
56,"Pasal 56
(1) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan alat pembayaran36
menggunakan kartu wajib menerapkan manajemen risiko
termasuk prinsip kehati-hatian yang dilakukan melalui
peningkatan keamanan alat pembayaran menggunakan
kartu guna mencegah dan mengurangi tingkat kejahatan
di bidang alat pembayaran menggunakan kartu.
(2) Peningkatan keamanan sebagaimana dimaksud pada ayat
(1) dilakukan terhadap seluruh infrastruktur teknologi
yang terkait dengan penyelenggaraan alat pembayaran
menggunakan kartu.
(3) Peningkatan keamanan sebagaimana dimaksud pada ayat
(2) meliputi pengamanan pada kartu dan seluruh sistem
yang digunakan untuk memproses transaksi alat
pembayaran menggunakan kartu dengan menerapkan
teknologi chip dan personal identification number (PIN)
paling sedikit 6 (enam) digit.
(4) Penerapan teknologi chip dan personal identification
number (PIN) paling sedikit 6 (enam) digit sebagaimana
dimaksud pada ayat (3) dilaksanakan sesuai dengan
ketentuan Peraturan Bank Indonesia mengenai standar
nasional di bidang sistem pembayaran.
(5) PJP yang melanggar kewajiban sebagaimana dimaksud
pada ayat (1) dikenai sanksi administratif sesuai dengan
ketentuan Peraturan Bank Indonesia mengenai sistem
pembayaran."
57,"Pasal 57
Selain penggunaan teknologi chip sebagaimana dimaksud
dalam Pasal 56 ayat (3), kartu anjungan tunai mandiri
dan/atau kartu debit yang diterbitkan di Indonesia atas dasar
rekening simpanan tertentu dapat menggunakan teknologi
magnetic stripe sebagaimana diatur dalam ketentuan Peraturan
Bank Indonesia mengenai standar nasional di bidang sistem
pembayaran."
58,"Pasal 58
(1) Penggunaan akses ke Sumber Dana berupa kanal
dilaksanakan sesuai dengan ketentuan Peraturan Bank
Indonesia mengenai sistem pembayaran.
(2) Penggunaan akses ke Sumber Dana berupa kanal
sebagaimana dimaksud pada ayat (1) untuk transaksi
lintas batas (crossborder) dapat dilakukan melalui kerja
sama antara PJP dan/atau PIP dengan penyelenggara jasa
Sistem Pembayaran di luar wilayah Negara Kesatuan
Republik Indonesia sesuai dengan kebijakan dan/atau
penetapan Bank Indonesia mengenai penggunaan akses
ke Sumber Dana berupa kanal dalam Sistem Pembayaran.
(3) Penggunaan akses ke Sumber Dana berupa kanal
sebagaimana dimaksud pada ayat (1) dilaksanakan sesuai
dengan memenuhi ketentuan Peraturan Bank Indonesia
mengenai sistem pembayaran."
59,"Pasal 59
(1) Penyelenggaraan ruang uji coba pengembangan inovasi
teknologi Sistem Pembayaran dilaksanakan sesuai dengan
ketentuan Peraturan Bank Indonesia mengenai sistem
pembayaran.
(2) PJP, PIP, atau pihak lain yang melaksanakan uji coba
wajib menyampaikan laporan perkembangan uji coba
kepada Bank Indonesia untuk dilakukan penilaian atas
seluruh rangkaian kegiatan selama pelaksanaan uji coba
sebagaimana dimaksud pada ayat (1).
(3) Penyampaian laporan perkembangan uji coba
sebagaimana dimaksud pada ayat (2) dilaksanakan
dengan ketentuan:38
a. laporan perkembangan uji coba disampaikan secara
berkala 1 (satu) kali setiap bulan; dan/atau
b. laporan perkembangan uji coba sebagaimana
dimaksud dalam huruf a paling sedikit memuat:
1. perkembangan model bisnis dan/atau transaksi
dari uji coba yang dilaksanakan;
2. isu, kendala, dan/atau tantangan yang dihadapi
dalam pelaksanaan uji coba; dan/atau
3. informasi lainnya yang diminta Bank Indonesia.
(4) Bank Indonesia dapat meminta PJP, PIP, atau pihak lain
yang melaksanakan uji coba untuk menyampaikan
laporan insidental perkembangan uji coba atau laporan
lain yang diperlukan sesuai dengan tenggat waktu yang
ditetapkan Bank Indonesia.
(5) Dalam hal Bank Indonesia meminta laporan insidental
sebagaimana dimaksud pada ayat (4), PJP, PIP, atau pihak
lain yang melaksanakan uji coba wajib menyampaikan
laporan insidental perkembangan uji coba atau laporan
lain yang diperlukan sesuai dengan tenggat waktu yang
ditetapkan Bank Indonesia.
(6) Pemenuhan penyampaian laporan sebagaimana dimaksud
pada ayat (3) huruf a dan/atau ayat (4) menjadi salah satu
dasar Bank Indonesia menetapkan status hasil uji coba
pengembangan inovasi teknologi sistem pembayaran.
(7) PJP, PIP, atau pihak lain yang tidak menyampaikan
laporan sebagaimana dimaksud pada ayat (3) dan ayat (5)
dikenai sanksi administratif sesuai dengan ketentuan
Peraturan Bank Indonesia mengenai sistem pembayaran."
60,"Pasal 60
Pengenaan sanksi administratif berupa denda untuk
pelanggaran kewajiban penyampaian laporan berkala
dilakukan dengan ketentuan:
a. untuk kewajiban pelaporan secara daring (online)
dilakukan sesuai dengan ketentuan Peraturan Bank
Indonesia penyampaian laporan secara daring (online); dan
b. untuk kewajiban pelaporan secara luring (offline),
dilakukan sesuai dengan surat pengenaan sanksi
administratif berupa denda dari Bank Indonesia yang
paling sedikit memuat besaran denda yang dikenakan dan
batas waktu penyampaian bukti pembayaran."
61,"Pasal 61
(1) Dalam pelaksanaan pengawasan berbasis risiko, Bank
Indonesia dapat meminta PJP dan PIP melaksanakan
asesmen mandiri (self-assessment).
(2) Dalam pelaksanaan asesmen mandiri (self-assessment)
oleh PJP dan PIP sebagaimana dimaksud pada ayat (1),
Bank Indonesia dapat meminta PJP dan PIP untuk
menyampaikan data dan/atau informasi secara berkala
atau sewaktu-waktu kepada Bank Indonesia.
(3) Pedoman penyusunan asesmen mandiri (self-assessment)
sebagaimana dimaksud pada ayat (1) beserta
perubahannya dipublikasikan melalui laman Bank
Indonesia atau media lain yang ditetapkan Bank
Indonesia."
62,"Pasal 62
Format laporan tahunan yang disampaikan secara luring
(offline) paling sedikit meliputi:
a. laporan tahunan Sistem Pembayaran; dan
b. laporan manajemen dan hasil pengawasan dewan
komisaris,
beserta perubahannya dipublikasikan melalui laman Bank
Indonesia atau media lain yang ditetapkan Bank Indonesia."
63,"Pasal 63
(1) Bank Indonesia berwenang melakukan pemeriksaan
dan/atau meminta laporan, dokumen, data, informasi,
keterangan, dan/atau penjelasan terhadap pihak tertentu
sebagaimana diatur dalam ketentuan Peraturan Bank
Indonesia mengenai sistem pembayaran.
(2) Pihak tertentu sebagaimana dimaksud pada ayat (1) harus
menyampaikan kepada Bank Indonesia laporan
penyelenggaraan aktivitas secara tertulis dengan
menggunakan Bahasa Indonesia.
(3) Dalam melakukan aktivitasnya, pihak tertentu
sebagaimana dimaksud pada ayat (1) harus
memperhatikan penerapan manajemen risiko dan
perlindungan konsumen."
64,"Pasal 64
(1) Pendirian SRO harus dilaporkan secara tertulis kepada
Bank Indonesia, dengan ketentuan:
a. laporan disampaikan kepada Bank Indonesia paling
lambat 10 (sepuluh) hari kerja terhitung sejak
pendirian sebagai badan hukum disahkan oleh
instansi yang berwenang; dan
b. laporan disertai dengan dokumen yang meliputi:
1. susunan pengurus SRO;
2. akta pendirian SRO;
3. daftar anggota SRO yang memenuhi kriteria
sebagaimana dipersyaratkan dalam ketentuan
Peraturan Bank Indonesia mengenai sistem
pembayaran; dan
4. dokumen lain yang diminta Bank Indonesia.
(2) Dalam hal terdapat rencana penggabungan atau
pembubaran SRO, informasi dimaksud harus dilaporkan
secara tertulis kepada Bank Indonesia, dengan ketentuan:
a. laporan disampaikan kepada Bank Indonesia paling
lambat 20 (dua puluh) hari kerja sebelum
penggabungan atau pembubaran SRO dilaksanakan;
dan
b. laporan disertai dengan penjelasan tertulis mengenai
alasan penggabungan atau pembubaran SRO.
(3) Informasi mengenai SRO hasil penggabungan harus
dilaporkan secara tertulis kepada Bank Indonesia, dengan
ketentuan:
a. laporan disampaikan kepada Bank Indonesia paling
lama 10 (sepuluh) hari kerja terhitung sejak
penggabungan mendapatkan persetujuan dari
instansi yang berwenang; dan42
b. laporan disertai dengan dokumen sebagaimana
dimaksud pada ayat (1) huruf b.
(4) Selain berdasarkan ketentuan dan persyaratan
pembubaran sebagaimana anggaran dasar dan/atau
anggaran rumah tangga, Bank Indonesia dapat
mengajukan permohonan kepada Ketua Pengadilan Negeri
mengenai pembubaran SRO dalam hal SRO tidak
memenuhi ketentuan Peraturan Bank Indonesia mengenai
sistem pembayaran.
(5) Laporan sebagaimana dimaksud pada ayat (1), ayat (2),
dan ayat (3) disampaikan kepada:
Bank Indonesia cq. Departemen Kebijakan Sistem
Pembayaran
Jalan M.H. Thamrin Nomor 2
Jakarta 10350.
(6) Dalam hal terjadi perubahan alamat korespondensi dan
komunikasi sebagaimana dimaksud pada ayat (5), Bank
Indonesia akan memberitahukan melalui surat dan/atau
media lainnya.
(7) Bank Indonesia memberikan tanggapan tertulis berupa
penetapan atau penolakan atas laporan sebagaimana
dimaksud pada ayat (1), ayat (2), dan ayat (3) paling lambat
10 (sepuluh) hari kerja sejak laporan tertulis dan seluruh
dokumen yang dipersyaratkan diterima secara lengkap."
