pasal,pasal_text
39,"Pasal 39
(1) Penyelenggara wajib memiliki fungsi yang menangani dan
menyelesaikan pengaduan yang disampaikan oleh
Konsumen.
(2) Dalam menangani dan menyelesaikan pengaduan yang
disampaikan oleh Konsumen sebagaimana dimaksud pada
ayat (1), pihak lainnya yang diatur dan diawasi oleh Bank
Indonesia wajib bersama-sama Penyelenggara untuk
menyelesaikan pengaduan Konsumen.
(3) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) atau ayat (2) dikenai
sanksi administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
40,"Pasal 40
(1) Penyelenggara wajib memiliki dan melaksanakan
mekanisme penanganan dan penyelesaian pengaduan yang
disampaikan oleh Konsumen.
(2) Mekanisme penanganan dan penyelesaian pengaduan
sebagaimana dimaksud pada ayat (1) wajib dituangkan
dalam bentuk tertulis yang meliputi:
a. penerimaan pengaduan;
b. penanganan dan penyelesaian pengaduan; dan
c. pemantauan terhadap penanganan dan penyelesaian
pengaduan.
(3) Mekanisme penanganan dan penyelesaian pengaduan
sebagaimana dimaksud pada ayat (1) wajib disampaikan
kepada Konsumen.
(4) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1), ayat (2), atau ayat (3)
dikenai sanksi administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
41,"Pasal 41
(1) Penyelenggara dilarang mengenakan biaya kepada
Konsumen atas pengajuan pengaduan.
(2) Penyelenggara yang melanggar ketentuan sebagaimana
dimaksud pada ayat (1) dikenai sanksi administratif
berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
42,"Pasal 42
(1) Penyelenggara wajib bertanggung jawab atas kerugian
Konsumen yang timbul akibat kesalahan, kelalaian,
dan/atau perbuatan yang bertentangan dengan ketentuan
peraturan perundang-undangan, yang dilakukan oleh:
a. direksi;
b. dewan komisaris;
c. pengurus;
d. pegawai Penyelenggara; dan/atau
e. pihak ketiga yang mewakili atau bekerja untuk
kepentingan Penyelenggara.
(2) Dalam hal Penyelenggara dapat membuktikan terdapat
kesalahan, kelalaian, dan/atau perbuatan yang
bertentangan dengan ketentuan peraturan perundang-
undangan yang dilakukan oleh Konsumen, Penyelenggara
tidak bertanggung jawab atas kerugian Konsumen yang
timbul.
(3) Bentuk tanggung jawab Penyelenggara atas kerugian
Konsumen sebagaimana dimaksud pada ayat (1) dapat
berupa:
a. ganti rugi;
b. pemulihan nama baik; dan/atau
c. bentuk lainnya.
(4) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) dikenai sanksi
administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
43,"Pasal 43
Ketentuan lebih lanjut mengenai pelaksanaan prinsip
penanganan dan penyelesaian pengaduan yang efektif serta tata
cara pengenaan sanksi administratif diatur dalam Peraturan
Anggota Dewan Gubernur."
44,"Pasal 44
(1) Penyelenggara wajib memastikan kepatuhan terhadap
ketentuan peraturan perundang-undangan mengenai
Pelindungan Konsumen.
(2) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) dikenai sanksi
administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
45,"Pasal 45
Ketentuan lebih lanjut mengenai tata cara pengenaan sanksi
administratif diatur dalam Peraturan Anggota Dewan Gubernur."
46,"Pasal 46
(1) Dalam hal Penyelenggara menggunakan jasa pihak lain
dalam melakukan kegiatan bisnis dengan Konsumen,
Penyelenggara wajib memastikan pihak lain untuk
menerapkan prinsip Pelindungan Konsumen sebagaimana
diatur dalam Peraturan Bank Indonesia ini.
(2) Penyelenggara dilarang bekerjasama dengan pihak lain
yang tidak mendapatkan izin atau persetujuan dari Bank
Indonesia atau otoritas yang berwenang.
(3) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) atau melanggar
ketentuan sebagaimana dimaksud pada ayat (2) dikenai
sanksi administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
47,"Pasal 47
Ketentuan lebih lanjut mengenai tata cara pengenaan sanksi
administratif diatur dalam Peraturan Anggota Dewan Gubernur."
48,"Pasal 48
Hak Konsumen sebagaimana dimaksud dalam Pasal 9 ayat (2)
huruf b meliputi:
a. mendapatkan keamanan dalam menggunakan produk
dan/atau memanfaatkan layanan sesuai yang ditetapkan
dalam ketentuan peraturan perundang-undangan
dan/atau perjanjian;
b. memilih produk dan/atau layanan;
c. mendapatkan produk dan/atau layanan sesuai dengan
penawaran yang dijanjikan dan/atau sesuai dengan
ketentuan peraturan perundang-undangan;
d. mengakses data dan/atau informasi Konsumen yang
dikelola oleh Penyelenggara;
e. mendapatkan informasi mengenai produk dan/atau
layanan yang jelas, akurat, benar, mudah diakses, dan
tidak berpotensi menyesatkan;
f. didengar pendapat dan pengaduannya atas produk yang
digunakan dan/atau layanan yang dimanfaatkan;
g. mendapat edukasi keuangan;
h. diperlakukan atau dilayani secara benar;
i. mendapatkan advokasi, pelindungan, dan upaya
penanganan pengaduan dan penyelesaian sengketa
Konsumen sesuai dengan ketentuan peraturan perundang-
undangan;
j. mendapatkan ganti rugi apabila produk dan/atau layanan
yang diterima tidak sesuai dengan perjanjian dan/atau
ketentuan peraturan perundang-undangan; dan
k. hak lain yang diatur dalam ketentuan peraturan
perundang-undangan."
49,"Pasal 49
Kewajiban Konsumen sebagaimana dimaksud dalam Pasal 9
ayat (2) huruf b meliputi:
a. mendengarkan penjelasan informasi mengenai produk
dan/atau layanan yang disampaikan dengan metode
pemasaran tertentu oleh Penyelenggara sebelum membeli
produk dan/atau layanan Penyelenggara;
b. membaca, memahami, dan melaksanakan dengan benar
perjanjian dan/atau dokumen penggunaan produk
dan/atau layanan;
c. beriktikad baik dalam penggunaan produk dan/atau
layanan;
d. memberikan informasi dan/atau dokumen yang jelas,
akurat, benar, dan tidak menyesatkan;
e. membayar sesuai dengan nilai atau harga dan/atau biaya
atas produk dan/atau layanan yang disepakati dengan
Penyelenggara; dan
f. mengikuti upaya penyelesaian sengketa Pelindungan
Konsumen sesuai dengan ketentuan peraturan perundang-
undangan."
50,"Pasal 50
(1) Penyelenggara wajib memiliki sumber daya manusia yang
kompeten untuk menerapkan prinsip Pelindungan
Konsumen.
(2) Sumber daya manusia sebagaimana dimaksud pada ayat
(1) yang melaksanakan fungsi edukasi, fungsi pelindungan
data dan/atau informasi Konsumen, serta fungsi
penanganan dan penyelesaian pengaduan Konsumen wajib
mengikuti pelatihan yang mendukung pelaksanaan fungsi.
(3) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) atau ayat (2) dikenai
sanksi administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
51,"Pasal 51
Ketentuan lebih lanjut mengenai tata cara pengenaan sanksi
administratif diatur dalam Peraturan Anggota Dewan Gubernur."
52,"Pasal 52
Dalam hal Konsumen tidak menyepakati hasil penanganan dan
penyelesaian yang dilakukan oleh Penyelenggara sebagaimana
dimaksud dalam Pasal 38 ayat (1), Konsumen dapat
menyampaikan:
a. pengaduan kepada Bank Indonesia;
b. sengketa kepada lembaga atau badan penyelesaian
sengketa; atau
c. sengketa kepada Pengadilan."
53,"Pasal 53
(1) Pengaduan yang dapat disampaikan Konsumen kepada
Bank Indonesia sebagaimana dimaksud dalam Pasal 52
huruf a termasuk dalam ruang lingkup Pelindungan
Konsumen sebagaimana dimaksud dalam Pasal 2.
(2) Pengaduan yang disampaikan kepada Bank Indonesia
berupa adanya:
a. ketidakpahaman Konsumen;
b. indikasi pelanggaran terhadap Peraturan Bank
Indonesia yang dilakukan oleh Penyelenggara;
dan/atau
c. kerugian finansial dan/atau potensi kerugian finansial
yang wajar dan berdampak secara langsung kepada
Konsumen.
(3) Pengaduan yang disampaikan kepada Bank Indonesia
sebagaimana dimaksud pada ayat (2) dilakukan dengan
ketentuan:
a. Konsumen telah menyampaikan pengaduan kepada
Penyelenggara namun tidak terdapat kesepakatan
antara Konsumen dengan Penyelenggara;
b. permasalahan yang diadukan merupakan masalah
perdata yang tidak pernah diproses oleh pengadilan,
lembaga atau badan penyelesaian sengketa, atau
otoritas yang berwenang lainnya; dan
c. Konsumen mengalami potensi kerugian finansial yang
ditimbulkan oleh Penyelenggara dengan nilai tertentu
yang ditentukan oleh Bank Indonesia.
(4) Penyampaian pengaduan kepada Bank Indonesia dapat
dilakukan secara langsung dan/atau tidak langsung.
(5) Bentuk penanganan pengaduan Konsumen yang dilakukan
oleh Bank Indonesia berupa:
a. edukasi;
b. konsultansi; dan
c. fasilitasi."
54,"Pasal 54
Ketentuan lebih lanjut mengenai mekanisme dan tata cara
penanganan pengaduan Konsumen oleh Bank Indonesia diatur
dalam Peraturan Anggota Dewan Gubernur."
55,"Pasal 55
(1) Dalam melakukan penanganan pengaduan yang
disampaikan oleh Konsumen, Penyelenggara yang diatur
dan diawasi oleh Bank Indonesia wajib menjadi anggota
lembaga alternatif penyelesaian sengketa sektor keuangan.
(2) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) dikenai sanksi
administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha.
(3) Ketentuan lebih lanjut mengenai kewajiban menjadi
anggota lembaga alternatif penyelesaian sengketa sektor
keuangan dan tata cara pengenaan sanksi administratif
diatur dalam Peraturan Anggota Dewan Gubernur."
56,"Pasal 56
(1) Penyelenggara wajib menerapkan manajemen risiko terkait
Pelindungan Konsumen.
(2) Penerapan manajemen risiko terkait Pelindungan
Konsumen sebagaimana dimaksud pada ayat (1) mencakup
paling sedikit:
a. pengawasan aktif oleh pengurus dan pengawas;
b. kecukupan kebijakan dan prosedur;
c. kecukupan proses identifikasi, pengukuran,
pemantauan, dan pengendalian risiko; dan
d. sistem pengendalian intern yang menyeluruh.
(3) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) dikenai sanksi
administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
57,"Pasal 57
Ketentuan lebih lanjut mengenai tata cara pengenaan sanksi
administratif diatur dalam Peraturan Anggota Dewan Gubernur."
58,"Pasal 58
(1) Penyelenggara wajib menyampaikan laporan terkait
Pelindungan Konsumen kepada Bank Indonesia.
(2) Laporan terkait Pelindungan Konsumen sebagaimana
dimaksud pada ayat (1) mencakup:
a. laporan rencana pelaksanaan edukasi;
b. laporan pelaksanaan edukasi;
c. laporan penanganan dan penyelesaian pengaduan
Konsumen; dan
d. laporan lainnya terkait Pelindungan Konsumen.
(3) Mekanisme penyampaian laporan sebagaimana dimaksud
pada ayat (2) dilakukan dengan cara:
a. penyampaian laporan kepada Bank Indonesia dapat
dilakukan secara daring melalui sistem Bank
Indonesia dan/atau luring secara berkala atau
insidentil; dan/atau
b. mekanisme lain yang ditetapkan Bank Indonesia.
(4) Untuk penyampaian laporan berkala secara daring
sebagaimana dimaksud pada ayat (3) huruf a dan
pengenaan sanksi dilakukan sesuai dengan ketentuan
Peraturan Bank Indonesia mengenai pelaporan berkala.
(5) Penyampaian data dan/atau informasi melalui mekanisme
lain sebagaimana dimaksud pada ayat (3) huruf b dapat
berupa pertemuan dengan Bank Indonesia atau media
lainnya yang ditetapkan oleh Bank Indonesia.
(6) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (1) dikenai sanksi
administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha.
(7) Ketentuan lebih lanjut mengenai tata cara penyusunan dan
penyampaian laporan diatur dalam Peraturan Anggota
Dewan Gubernur."
59,"Pasal 59
(1) Bank Indonesia melakukan pengawasan kepada
Penyelenggara melalui:
a. pengawasan tidak langsung; dan/atau
b. pengawasan langsung.
(2) Dalam melakukan pengawasan sebagaimana dimaksud
pada ayat (1), Bank Indonesia berwenang untuk meminta
dokumen, data, informasi, keterangan, dan/atau
penjelasan dari Penyelenggara.
(3) Penyelenggara wajib menyampaikan dokumen, data,
informasi, keterangan, dan/atau penjelasan atas
permintaan Bank Indonesia sebagaimana dimaksud pada
ayat (2).
(4) Penyelenggara yang tidak memenuhi kewajiban
sebagaimana dimaksud pada ayat (3) dikenai sanksi
administratif berupa:
a. peringatan tertulis;
b. pembatasan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
c. pembekuan produk dan/atau layanan dan/atau
kegiatan usaha untuk sebagian atau seluruhnya;
d. pemberhentian pengurus;
e. denda administratif;
f. pencabutan izin produk dan/atau layanan; dan/atau
g. pencabutan izin usaha."
60,"Pasal 60
Dalam melakukan pengawasan sebagaimana dimaksud dalam
Pasal 59 ayat (1), Bank Indonesia berwenang meminta
Penyelenggara untuk melakukan atau tidak melakukan sesuatu
kepada Penyelenggara."
61,"Pasal 61
(1) Dalam melakukan pengawasan sebagaimana dimaksud
dalam Pasal 59 ayat (1), Bank Indonesia melakukan
pengawasan terhadap perilaku Penyelenggara dalam
menjalankan usahanya.
(2) Ketentuan lebih lanjut mengenai pengawasan terhadap
perilaku Penyelenggara diatur dalam Peraturan Anggota
Dewan Gubernur."
62,"Pasal 62
Bank Indonesia dapat berkoordinasi dengan otoritas,
kementerian, dan/atau lembaga terkait dalam penerapan
Pelindungan Konsumen."
63,"Pasal 63
Pada saat Peraturan Bank Indonesia ini mulai berlaku, semua
peraturan yang merupakan peraturan pelaksanaan dari
Peraturan Bank Indonesia Nomor 22/20/PBI/2020 tentang
Perlindungan Konsumen Bank Indonesia (Lembaran Negara
Republik Indonesia Tahun 2020 Nomor 299, Tambahan
Lembaran Negara Republik Indonesia Nomor 6605), dinyatakan
masih tetap berlaku sepanjang tidak bertentangan dengan
ketentuan dalam Peraturan Bank Indonesia ini."
64,"Pasal 64
Pada saat Peraturan Bank Indonesia ini mulai berlaku,
Peraturan Bank Indonesia Nomor 22/20/PBI/2020 tentang
Perlindungan Konsumen Bank Indonesia (Lembaran Negara
Republik Indonesia Tahun 2020 Nomor 299, Tambahan
Lembaran Negara Republik Indonesia Nomor 6605), dicabut dan
dinyatakan tidak berlaku."
65,"Pasal 65
Peraturan Bank Indonesia ini mulai berlaku pada tanggal
diundangkan."
