pasal,pasal_text
55,"Pasal 55
(1) Dalam penyelenggaraan Sistem Pembayaran, PJP wajib
memastikan kapabilitas sumber daya manusia dan
organisasi serta pemenuhan kode etik dan tata perilaku
praktik bisnis yang sehat.
(2) Kapabilitas sumber daya manusia dan organisasi serta
pemenuhan kode etik dan tata perilaku praktik bisnis yang
sehat sebagaimana dimaksud pada ayat (1) paling sedikit
meliputi:
a. membangun dan memastikan kapabilitas sumber
daya manusia dan organisasi yang berkualitas,
termasuk pengembangan kompetensi sesuai standar
kompetensi di bidang Sistem Pembayaran; dan
b. membangun integritas termasuk reputasi dalam
mewujudkan praktik bisnis yang sehat."
56,"Pasal 56
(1) PJP yang melanggar ketentuan sebagaimana dimaksud
dalam Pasal 44, Pasal 51 ayat (1), Pasal 51 ayat (2), Pasal
52, Pasal 54 ayat (7), atau Pasal 55 ayat (1) dikenai sanksi
administratif berupa:
a. teguran;
b. penghentian sementara, sebagian, atau seluruh
kegiatan termasuk pelaksanaan kerja sama;
dan/atau
c. pencabutan izin sebagai PJP.
(2) Ketentuan lebih lanjut mengenai tata cara pengenaan
sanksi administratif sebagaimana dimaksud pada ayat (1)
diatur dalam Peraturan Anggota Dewan Gubernur."
57,"Pasal 57
Penyelenggaraan transfer dana dilakukan sesuai dengan
ketentuan peraturan perundang-undangan mengenai transfer
dana."
58,"Pasal 58
Dalam penyelenggaraan Sistem Pembayaran, Bank Indonesia
menetapkan klasifikasi PJP."
59,"Pasal 59
Klasifikasi PJP sebagaimana dimaksud dalam Pasal 58 terdiri
atas:
a. PSPS;
b. PSPK; dan
c. PSPU."
60,"Pasal 60
(1) Dalam menetapkan klasifikasi PJP sebagaimana
dimaksud dalam Pasal 58, Bank Indonesia
mempertimbangkan kriteria:
a. ukuran;
b. keterhubungan;
c. kompleksitas; dan/atau
d. ketergantian.
(2) Penetapan klasifikasi PJP dengan kriteria sebagaimana
dimaksud pada ayat (1) ditujukan untuk mengidentifikasi
struktur industri Sistem Pembayaran berdasarkan
peranan dan/atau kontribusinya dalam ekosistem Sistem
Pembayaran nasional.
(3) Kriteria ukuran sebagaimana dimaksud pada ayat (1)
huruf a merupakan kriteria yang menggambarkan ukuran
PJP dalam satu ekosistem yang diukur dengan
menggunakan kinerja transaksi yang diproses.
(4) Kriteria keterhubungan sebagaimana dimaksud pada ayat
(1) huruf b merupakan kriteria yang menggambarkan
keterhubungan antara PJP dengan PJP lainnya, PIP,
dan/atau Penyelenggara Penunjang yang diukur dengan
menggunakan kinerja transaksi yang diproses.
(5) Kriteria kompleksitas sebagaimana dimaksud pada ayat
(1) huruf c merupakan kriteria yang menjelaskan
kompleksitas layanan pembayaran yang disediakan dalam
penyelenggaraan aktivitas PJP.
(6) Kriteria ketergantian sebagaimana dimaksud pada ayat (1)
huruf d merupakan kriteria yang menggambarkan tingkat
ketergantian fungsi dan/atau layanan pembayaran yang
disediakan PJP dalam penyelenggaraan aktivitas PJP."
61,"Pasal 61
Bank Indonesia dapat menggunakan klasifikasi PJP sebagai
pertimbangan dalam menetapkan:
a. arah pengembangan infrastruktur Sistem Pembayaran
Bank Indonesia; dan/atau
b. perlakuan dalam penyelenggaraan infrastruktur Bank
Indonesia dan/atau kebijakan standardisasi."
62,"Pasal 62
(1) Bank Indonesia dapat menetapkan pemenuhan kewajiban
tertentu bagi PJP sesuai klasifikasi PJP sebagaimana
dimaksud dalam Pasal 59.
(2) PJP wajib memenuhi kewajiban tertentu sesuai klasifikasi
PJP sebagaimana dimaksud pada ayat (1) mencakup
aspek:
a. permodalan;
b. manajemen risiko dan standar keamanan sistem
informasi; dan
c. lainnya yang ditetapkan Bank Indonesia."
63,"Pasal 63
(1) PJP berupa Lembaga Selain Bank wajib memenuhi aspek
permodalan sebagaimana dimaksud dalam Pasal 62 ayat
(2) huruf a berupa penyediaan modal selama
penyelenggaraan kegiatan usaha (ongoing capital).
(2) Kewajiban penyediaan modal selama penyelenggaraan
kegiatan usaha (ongoing capital) sebagaimana dimaksud
pada ayat (1) diperhitungkan sesuai nominal transaksi dan
klasifikasi PJP.
(3) Kewajiban penyediaan modal selama penyelenggaraan
kegiatan usaha (ongoing capital) sebagaimana dimaksud
pada ayat (1) dihitung dengan menggunakan rasio
kewajiban permodalan Sistem Pembayaran dengan
ketentuan:
a. paling sedikit sebesar 10% (sepuluh persen) dari
transaksi tertimbang menurut risiko untuk seluruh
klasifikasi PJP; dan
b. tambahan persyaratan modal (surcharge)
berdasarkan klasifikasi PJP sebesar:
1. 2,5% (dua koma lima persen) dari transaksi
tertimbang menurut risiko untuk PSPS; dan
2. 1,5% (satu koma lima persen) dari transaksi
tertimbang menurut risiko untuk PSPK."
64,"Pasal 64
Modal selama penyelenggaraan kegiatan usaha (ongoing capital)
sebagaimana dimaksud dalam Pasal 63 terdiri atas:
a. modal inti yang meliputi:
1. modal inti utama; dan
2. modal inti tambahan;
dan
b. modal pelengkap."
65,"Pasal 65
(1) Modal inti utama sebagaimana dimaksud dalam Pasal 64
huruf a angka 1 meliputi:
a. modal saham;
b. uang muka setoran modal;
c. agio atau disagio saham;
d. saldo laba atau rugi tahun berjalan, termasuk
akumulasi laba atau rugi tahun sebelumnya; dan
e. saldo penghasilan komprehensif lainnya.
(2) Modal inti utama sebagaimana dimaksud pada ayat (1)
diperhitungkan dengan faktor pengurang yang meliputi:
a. aset pajak tangguhan (deferred tax asset);
b. goodwill;
c. aset tidak berwujud (intangible asset);
d. seluruh penyertaan dengan kepemilikan lebih dari 5%
(lima persen) atau lebih;
e. pembelian kembali instrumen modal yang telah
diakui sebagai komponen permodalan PJP; dan
f. penempatan dana pada instrumen utang entitas
lainnya yang diakui sebagai komponen modal oleh
entitas penerbit."
66,"Pasal 66
(1) Modal inti tambahan sebagaimana dimaksud dalam Pasal
64 huruf a angka 2 meliputi:
a. instrumen utang berupa:
1. surat utang (debt securities); dan
2. pinjaman yang bersifat subordinasi,
yang tidak memiliki jangka waktu dan pembayaran
imbal hasil tidak dapat diakumulasikan;
b. instrumen hybrid yang tidak memiliki jangka waktu
dan pembayaran imbal hasil tidak dapat
diakumulasikan;
c. saham preferen non kumulatif baik dengan atau
tanpa fitur opsi beli; dan
d. premium atau diskonto yang berasal dari penerbitan
instrumen sebagaimana dimaksud dalam huruf a dan
huruf b.
(2) Modal inti tambahan sebagaimana dimaksud pada ayat (1)
merupakan milik pihak lain yang tidak terafiliasi.
(3) Modal inti tambahan sebagaimana dimaksud pada ayat (1)
diperhitungkan dengan faktor pengurang yang meliputi
komponen modal inti tambahan yang:
a. dimiliki sendiri akibat kewajiban kontraktual; dan
b. dimiliki oleh pihak lain yang terindikasi merupakan
skema kepemilikan silang (cross holding).
(4) Hasil perhitungan modal inti tambahan setelah
diperhitungkan faktor pengurang sebagaimana dimaksud
pada ayat (3) paling banyak sebesar 1/3 (satu per tiga) dari
modal inti utama."
67,"Pasal 67
(1) Modal pelengkap sebagaimana dimaksud dalam Pasal 64
huruf b meliputi:
a. instrumen utang jangka panjang, baik berupa surat
utang (debt securities) dan pinjaman yang bersifat
subordinasi dengan maturitas lebih dari 5 (lima)
tahun ke atas; dan
b. premium atau diskonto yang berasal dari penerbitan
instrumen sebagaimana dimaksud dalam huruf a.
(2) Modal pelengkap sebagaimana dimaksud pada ayat (1)
merupakan milik pihak lain yang tidak terafiliasi.
(3) Modal pelengkap sebagaimana dimaksud pada ayat (1)
diperhitungkan dengan faktor pengurang yang meliputi
komponen modal pelengkap yang:
a. dimiliki sendiri akibat kewajiban kontraktual; dan
b. dimiliki oleh pihak lain yang terindikasi merupakan
skema kepemilikan silang (cross holding).
(4) Hasil perhitungan modal pelengkap setelah
diperhitungkan faktor pengurang sebagaimana dimaksud
pada ayat (3) paling banyak sebesar 1/3 (satu per tiga) dari
modal inti tambahan."
68,"Pasal 68
(1) Transaksi tertimbang menurut risiko sebagaimana
dimaksud dalam Pasal 63 ayat (3) huruf a ditetapkan
sebesar 10 (sepuluh) kali dari beban transaksi.
(2) Beban transaksi sebagaimana dimaksud pada ayat (1)
diatur dengan ketentuan:
a. beban transaksi PJP kategori izin satu dan kategori
izin dua merupakan jumlah dari rentang
penghitungan:
1. 4% (empat persen) dari nominal transaksi yang
diproses oleh PJP dengan rentang sampai
dengan Rp100.000.000.000,00 (seratus miliar
rupiah);
2. 1% (satu persen) dari nominal transaksi yang
diproses oleh PJP dengan rentang di atas
Rp100.000.000.000,00 (seratus miliar rupiah)
sampai dengan Rp1.000.000.000.000,00 (satu
triliun rupiah); dan
3. 0,1% (nol koma satu persen) dari nominal
transaksi yang diproses oleh PJP dengan rentang
di atas Rp1.000.000.000.000,00 (satu triliun
rupiah);
b. beban transaksi PJP kategori izin tiga dihitung
sebesar 0,1% (nol koma satu persen) dari nominal
transaksi incoming dan outgoing yang diproses baik
transaksi dalam negeri maupun luar negeri;
c. bagi PJP kategori izin satu yang menyelenggarakan
aktivitas penatausahaan Sumber Dana berupa
penerbitan uang elektronik, beban transaksi
sebagaimana dimaksud dalam huruf a ditambahkan
5% (lima persen) dari dana float yang dikelola;
d. bagi PJP kategori izin satu yang menyelenggarakan
aktivitas penatausahaan Sumber Dana berupa
penerbitan uang elektronik, nominal transaksi yang
diperhitungkan yaitu transaksi outgoing yang terdiri
dari transaksi belanja, transfer, dan redeem;
dan/atau
e. bagi PJP dengan kategori izin satu atau kategori izin
dua yang menyelenggarakan aktivitas payment
initiation dan/atau acquiring services yang
meneruskan transaksi pembayaran menggunakan
berbagai instrumen, nominal transaksi dihitung dari:
1. seluruh transaksi yang diproses dengan model
bisnis merchant aggregator; dan/atau
2. 10% (sepuluh persen) dari seluruh transaksi
yang diproses dengan model bisnis fasilitator."
69,"Pasal 69
Kewajiban penyediaan modal selama penyelenggaraan kegiatan
usaha (ongoing capital) bagi PJP berupa Bank merupakan
kewajiban penyediaan modal minimum sesuai dengan
ketentuan peraturan perundang-undangan di bidang jasa
keuangan."
70,"Pasal 70
(1) Bank Indonesia dapat menetapkan perubahan:
a. komponen modal selama penyelenggaraan kegiatan
usaha (ongoing capital) sebagaimana dimaksud dalam
Pasal 65, Pasal 66, dan Pasal 67; dan
b. beban transaksi sebagaimana dimaksud dalam Pasal
68 ayat (2),
dengan mempertimbangkan karakteristik aktivitas yang
diselenggarakan PJP.
(2) Dalam hal terdapat perbedaan perhitungan modal selama
penyelenggaraan kegiatan usaha (ongoing capital) antara
Bank Indonesia dengan PJP, penghitungan modal yang
digunakan sebagai acuan merupakan penghitungan
modal yang ditetapkan Bank Indonesia.
(3) Ketentuan mengenai perubahan komponen modal selama
penyelenggaraan kegiatan usaha (ongoing capital) dan
beban transaksi sebagaimana dimaksud pada ayat (1)
diatur dalam Peraturan Anggota Dewan Gubernur."
71,"Pasal 71
(1) Pemenuhan kewajiban manajemen risiko dan standar
keamanan sistem informasi sebagaimana dimaksud dalam
Pasal 62 ayat (2) huruf b bagi PSPS paling sedikit meliputi:
a. memiliki kecukupan kebijakan dan standar
operasional prosedur dalam mengelola risiko;
b. memiliki kemampuan untuk menjaga tingkat
ketersediaan layanan;
c. memiliki satuan atau unit kerja audit internal, satuan
atau unit kerja kepatuhan, dan satuan atau unit
kerja manajemen risiko yang terpisah;
d. memiliki pusat data dan pusat pemulihan bencana
pada lokasi terpisah, dengan kapasitas infrastruktur
sistem informasi yang sama dan aktif secara
bersamaan sesuai analisis dampak bisnis;
e. melakukan uji coba atas rencana pemulihan bencana
sistem aplikasi dan infrastruktur pendukung sistem
pembayaran ke pusat pemulihan bencana, paling
sedikit 1 (satu) kali dalam 1 (satu) tahun termasuk
simulasi ketahanan siber;
f. memiliki pengelolaan fraud (fraud management
system) yang dapat mendeteksi aktivitas fraud pada
tingkat akun, aktivitas jaringan, dan transaksi;
g. pelaksanaan audit teknologi informasi oleh auditor
teknologi informasi independen eksternal yang
terdaftar di otoritas atau SRO, paling sedikit 1 (satu)
kali dalam 1 (satu) tahun;
h. pelaksanaan pengujian keamanan (penetration test)
secara menyeluruh oleh auditor teknologi informasi
independen eksternal yang terdaftar di otoritas atau
SRO, paling sedikit 1 (satu) kali dalam 1 (satu) tahun;
i. pelaksanaan audit keuangan oleh kantor akuntan
publik yang terdaftar di otoritas; dan
j. memiliki sertifikasi standar internasional terkait
keamanan informasi aktivitas Sistem Pembayaran
utama.
(2) Pemenuhan kewajiban manajemen risiko dan standar
keamanan sistem informasi sebagaimana dimaksud dalam
Pasal 62 ayat (2) huruf b bagi PSPK paling sedikit meliputi:
a. memiliki kecukupan kebijakan dan prosedur
operasional standar dalam mengelola risiko;
b. memiliki kemampuan untuk menjaga tingkat
ketersediaan layanan;
c. memiliki paling sedikit satuan atau unit kerja audit
internal serta satuan atau unit kerja yang
melaksanakan fungsi kepatuhan dan fungsi
manajemen risiko;
d. memiliki pusat data dan pusat pemulihan bencana
pada lokasi terpisah, dengan kapasitas infrastruktur
sistem informasi yang sama, sesuai analisis dampak
bisnis;
e. melakukan uji coba atas rencana pemulihan bencana
sistem aplikasi dan infrastruktur pendukung sistem
pembayaran ke pusat pemulihan bencana, paling
sedikit 1 (satu) kali dalam 1 (satu) tahun termasuk
simulasi ketahanan siber;
f. memiliki pengelolaan fraud (fraud management
system) yang dapat mendeteksi aktivitas fraud pada
tingkat akun, aktivitas jaringan, dan transaksi;
g. pelaksanaan audit teknologi informasi oleh auditor
teknologi informasi independen eksternal yang
terdaftar di otoritas atau SRO, paling sedikit 1 (satu)
kali dalam 1 (satu) tahun;
h. pelaksanaan pengujian keamanan (penetration test)
secara menyeluruh oleh auditor teknologi informasi
independen eksternal yang terdaftar di otoritas atau
SRO, paling sedikit 1 (satu) kali dalam 1 (satu) tahun;
i. pelaksanaan audit keuangan oleh kantor akuntan
publik yang terdaftar di otoritas; dan
j. memiliki paling sedikit sertifikasi standar nasional
terkait keamanan informasi aktivitas Sistem
Pembayaran utama.
(3) Pemenuhan kewajiban manajemen risiko dan standar
keamanan sistem informasi sebagaimana dimaksud dalam
Pasal 62 ayat (2) huruf b bagi PSPU paling sedikit meliputi:
a. memiliki kecukupan kebijakan dan standar
operasional prosedur dalam mengelola risiko;
b. memiliki kemampuan untuk menjaga tingkat
ketersediaan layanan;
c. memiliki paling sedikit satuan atau unit kerja audit
internal, fungsi kepatuhan dan fungsi manajemen
risiko;
d. memiliki pusat data dan pusat pemulihan bencana
pada lokasi terpisah dengan kapasitas infrastruktur
sistem informasi yang setara sesuai analisis dampak
bisnis;
e. melakukan uji coba atas rencana pemulihan bencana
sistem aplikasi dan infrastruktur pendukung sistem
pembayaran ke pusat pemulihan bencana paling
sedikit 1 (satu) kali dalam 1 (satu) tahun termasuk
simulasi ketahanan siber;
f. memiliki pengelolaan fraud (fraud management
system) yang dapat mendeteksi aktivitas fraud pada
tingkat akun, aktivitas jaringan maupun transaksi;
g. pelaksanaan audit teknologi informasi oleh auditor
teknologi informasi independen eksternal yang
terdaftar di otoritas atau SRO atau auditor tekonologi
informasi independen internal, paling sedikit 1 (satu)
kali dalam 1 (satu) tahun;
h. pelaksanaan pengujian keamanan (penetration test)
secara menyeluruh oleh auditor teknologi informasi
independen eksternal yang terdaftar di otoritas atau
SRO, paling sedikit 1 (satu) kali dalam 1 (satu) tahun;
i. pelaksanaan audit keuangan oleh kantor akuntan
publik yang terdaftar di otoritas; dan
j. paling sedikit mengadopsi praktik yang berlaku umum
di industri terkait keamanan informasi.
(4) Pemenuhan kewajiban manajemen risiko dan standar
keamanan sistem informasi sebagaimana dimaksud dalam
Pasal 62 ayat (2) huruf b bagi PSPU berupa PJP kategori
izin tiga yang tidak menyediakan sistem yang dapat
digunakan PJP kategori izin tiga lain, paling sedikit
meliputi:
a. memiliki kecukupan kebijakan dan standar
operasional prosedur dalam mengelola risiko;
b. memiliki kemampuan untuk menjaga tingkat
ketersediaan layanan;
c. memiliki fungsi audit internal, fungsi kepatuhan,
atau fungsi manajemen risiko;
d. melaksanakan praktik pengelolaan fraud;
e. dalam hal layanan didukung oleh sistem informasi,
paling sedikit memiliki:
1. infrastruktur sistem informasi pada pusat data
dan pusat pemulihan bencana secara terpisah;
2. melakukan uji coba atas rencana pemulihan
bencana sistem aplikasi dan infrastruktur
pendukung sistem pembayaran ke pusat
pemulihan bencana, paling sedikit 1 (satu) kali
dalam 1 (satu) tahun; dan
3. melakukan pelaksanaan audit teknologi
informasi oleh auditor teknologi informasi
independen paling sedikit 1 (satu) kali dalam 1
(satu) tahun termasuk melakukan asesmen
keamanan sistem informasi layanan Sistem
Pembayaran utama;
f. pelaksanaan audit laporan keuangan oleh fungsi
audit internal; dan
g. melakukan praktik pengamanan informasi.
(5) Ketentuan lebih lanjut mengenai penerapan manajemen
risiko dan sistem informasi berdasarkan klasifikasi PJP
diatur dalam Peraturan Anggota Dewan Gubernur."
72,"Pasal 72
(1) Selain pemenuhan kewajiban manajemen risiko dan
standar keamanan sistem informasi sebagaimana
dimaksud dalam Pasal 71, PJP wajib memastikan
penerapan standar keamanan siber paling sedikit
menggunakan pendekatan:
a. aspek tata kelola;
b. aspek pencegahan; dan
c. aspek penanganan.
(2) Penerapan aspek tata kelola sebagaimana dimaksud pada
ayat (1) huruf a meliputi:
a. memiliki kerangka kerja dan kebijakan terkait
manajemen risiko siber yang terpisah dari
manajemen teknologi informasi;
b. memiliki fungsi atau organ manajemen risiko siber
yang independen terhadap fungsi bisnis dan
pengelolaan sistem informasi; dan
c. memastikan terpenuhinya sumber daya manusia
yang memiliki kompetensi ketahanan dan keamanan
siber untuk mendukung budaya risiko siber.
(3) Penerapan aspek pencegahan sebagaimana dimaksud
pada ayat (1) huruf b meliputi:
a. tersedianya mekanisme pemantauan ketahanan dan
keamanan siber secara berkelanjutan; dan
b. memiliki kapabilitas manajemen data dan/atau
analisis terkait ketahanan dan keamanan siber.
(4) Penerapan aspek penanganan sebagaimana dimaksud
pada ayat (1) huruf c meliputi fungsi untuk penanganan
insiden siber termasuk infrastruktur pendukung sesuai
skala bisnis dan pelaksanaan pengujian kemanan berkala.
(5) Penerapan aspek standar keamanan siber sebagaimana
dimaksud pada ayat (1) sampai dengan ayat (4) dilakukan
berdasarkan klasifikasi PJP sebagaimana dimaksud dalam
Pasal 59."
73,"Pasal 73
PJP berupa Lembaga Selain Bank harus memenuhi ketentuan
kewajiban penyediaan modal selama penyelenggaraan kegiatan
usaha (ongoing capital) serta manajemen risiko dan standar
keamanan sistem informasi yang diatur dalam Peraturan Bank
Indonesia ini dengan memperhatikan ketentuan mengenai
permodalan serta manajemen risiko dan standar keamanan
sistem informasi yang diatur oleh otoritas lain."
74,"Pasal 74
(1) PJP yang melanggar ketentuan sebagaimana dimaksud dalam
Pasal 62 ayat (2) huruf a dan huruf b, atau Pasal 71 ayat (1)
dikenai sanksi administratif berupa:
a. teguran;
b. penghentian sementara, sebagian, atau seluruh kegiatan
termasuk pelaksanaan kerja sama; dan/atau
c. pencabutan izin sebagai PJP.
(2) Ketentuan lebih lanjut mengenai tata cara pengenaan sanksi
administratif sebagaimana dimaksud pada ayat (1) diatur
dalam Peraturan Anggota Dewan Gubernur."
75,"Pasal 75
Bank Indonesia berwenang untuk menetapkan kewajiban
terkait aspek lainnya sebagaimana dimaksud dalam Pasal 62
ayat (2) huruf c berdasarkan hasil pengawasan untuk mitigasi
risiko hukum, risiko operasional, risiko likuiditas, dan/atau
risiko lainnya."
76,"Pasal 76
(1) Bank Indonesia melakukan evaluasi terhadap penetapan
klasifikasi PJP sebagaimana dimaksud dalam Pasal 59.
(2) Evaluasi sebagaimana dimaksud pada ayat (1) dilakukan
secara berkala paling sedikit 1 (satu) kali dalam satu
tahun atau sewaktu-waktu apabila diperlukan.
(3) Untuk pertama kali, evaluasi secara berkala sebagaimana
dimaksud pada ayat (1) dilakukan paling lambat 1 (satu)
tahun sejak penetapan klasifikasi PJP."
77,"Pasal 77
(1) Bank Indonesia menyampaikan pemberitahuan tertulis
kepada PJP mengenai:
a. hasil klasifikasi PJP; dan
b. hasil evaluasi terhadap penetapan klasifikasi PJP,
dalam hal terdapat perubahan klasifikasi PJP.
(2) Bank Indonesia dapat menetapkan mekanisme lain untuk
memberitahukan hasil klasifikasi dan hasil evaluasi
sebagaimana dimaksud pada ayat (1) kepada PJP."
78,"Pasal 78
(1) Bank Indonesia menetapkan batas waktu pemenuhan
kewajiban sesuai klasifikasi PJP berdasarkan rencana
tindak lanjut yang disusun oleh PJP.
(2) Rencana tindak lanjut sebagaimana dimaksud pada ayat
(1) wajib memperoleh persetujuan Bank Indonesia.
(3) Bank Indonesia dapat mereviu pemenuhan rencana tindak
lanjut sebagaimana dimaksud pada ayat (2).
(4) PJP yang melanggar ketentuan sebagaimana dimaksud
pada ayat (2) dikenai sanksi administratif berupa:
a. teguran;
b. penghentian sementara, sebagian, atau seluruh
kegiatan termasuk pelaksanaan kerja sama;
dan/atau
c. pencabutan izin sebagai PJP.
(5) Ketentuan lebih lanjut mengenai tata cara pengenaan
sanksi administratif sebagaimana dimaksud pada ayat (4)
diatur dalam Peraturan Anggota Dewan Gubernur."
79,"Pasal 79
(1) PJP dapat melakukan pengembangan aktivitas,
pengembangan produk, dan/atau kerja sama dengan
pihak lain sesuai dengan kategori risiko, sepanjang
disetujui atau dilaporkan kepada Bank Indonesia.
(2) Pengembangan aktivitas sebagaimana dimaksud pada
ayat (1) merupakan penambahan aktivitas pada kategori
izin PJP yang sama.
(3) Pengembangan produk sebagaimana dimaksud pada ayat
(1) terdiri atas:
a. penambahan atau pengembangan fitur;
b. penambahan jenis akses ke Sumber Dana berupa
instrumen atau kanal;
c. penggantian platform;
d. penggantian sistem;
e. perpindahan infrastruktur; dan/atau
f. pengembangan produk lainnya dalam
penyelenggaraan Sistem Pembayaran.
(4) Kerja sama dengan pihak lain sebagaimana dimaksud
pada ayat (1) dapat dilakukan dengan:
a. PJP dan/atau PIP lainnya; dan/atau
b. Penyelenggara Penunjang."
80,"Pasal 80
Pengembangan aktivitas, pengembangan produk, dan/atau
kerja sama dikategorikan menurut tingkat risiko yang terdiri
atas:
a. risiko rendah;
b. risiko sedang; dan
c. risiko tinggi."
81,"Pasal 81
Pengembangan aktivitas, pengembangan produk, dan/atau
kerja sama dengan risiko rendah sebagaimana dimaksud dalam
Pasal 80 huruf a merupakan:
a. pengembangan aktivitas atau pengembangan produk
dengan kriteria berdampak pada tahapan pratransaksi
dan/atau pascatransaksi serta hanya berupa:
1. pengembangan (enhancement) dari sistem yang
digunakan saat ini; dan/atau
2. pengembangan (enhancement) dari infrastruktur yang
digunakan saat ini; atau
b. kerja sama dengan warga negara Indonesia dan/atau
badan hukum Indonesia dan tidak disertai dengan
pengembangan produk dan/atau aktivitas."
82,"Pasal 82
Pengembangan aktivitas, pengembangan produk, dan/atau
kerja sama dengan risiko sedang sebagaimana dimaksud dalam
Pasal 80 huruf b merupakan:
a. pengembangan aktivitas dan/atau pengembangan produk
dengan kriteria:
1. berdampak pada tahapan inisiasi, otorisasi, kliring,
dan/atau penyelesaian akhir berupa:
a) pengembangan (enhancement) dari sistem yang
digunakan saat ini; dan/atau
b) pengembangan (enhancement) dari infrastruktur
yang digunakan saat ini; atau
2. berdampak pada tahapan pratransaksi dan/atau
pascatransaksi berupa:
a) pengembangan terkait fitur keamanan transaksi;
b) pengembangan lintas batas (crossborder);
dan/atau
c) penggunaan sistem dan/atau infrastruktur baru
yang belum pernah digunakan; atau
b. pengembangan aktivitas dan/atau pengembangan produk
yang disertai dengan kerja sama dengan kriteria
berdampak pada tahapan pratransaksi dan/atau
pascatransaksi serta penyediaan solusi teknologi
informasi dan/atau layanan teknis oleh pihak lain yang
berdampak pada keberlangsungan usaha PJP; atau
c. kerja sama dengan selain warga negara Indonesia
dan/atau badan hukum Indonesia yang tidak disertai
dengan pengembangan aktivitas dan/atau pengembangan
produk."
83,"Pasal 83
Pengembangan aktivitas, pengembangan produk, dan/atau
kerja sama dengan risiko tinggi sebagaimana dimaksud dalam
Pasal 80 huruf c merupakan:
a. pengembangan aktivitas dan/atau pengembangan produk
dengan kriteria berdampak pada tahapan inisiasi,
otorisasi, kliring, dan/atau penyelesaian akhir berupa:
1. perubahan fitur keamanan transaksi;
2. pengembangan aktivitas atau produk yang bersifat
lintas batas (crossborder); dan/atau
3. penggunaan sistem dan/atau infrastruktur baru
yang belum pernah digunakan;
atau
b. pengembangan aktivitas dan/atau pengembangan produk
yang disertai kerja sama dengan kriteria berdampak pada
tahapan inisiasi, otorisasi, kliring, dan/atau penyelesaian
akhir serta penyediaan solusi teknologi informasi
dan/atau layanan teknis oleh pihak lain yang berdampak
pada keberlangsungan usaha PJP."
84,"Pasal 84
(1) Bank Indonesia dapat menyesuaikan kriteria untuk
masing-masing kategori risiko sebagaimana dimaksud
dalam Pasal 81, Pasal 82, dan Pasal 83 dengan
mempertimbangkan perkembangan:
a. inovasi model bisnis dan infrastruktur; dan
b. kompleksitas kegiatan di industri.
(2) Ketentuan mengenai penyesuaian kriteria untuk masing-
masing kategori risiko sebagaimana dimaksud pada ayat
(1) diatur dalam Peraturan Anggota Dewan Gubernur."
85,"Pasal 85
(1) PJP harus terlebih dahulu melakukan penilaian risiko
secara asesmen mandiri (self-assessment) terhadap
rencana pengembangan aktivitas, pengembangan produk,
dan/atau kerja sama yang akan diselenggarakan
berdasarkan kategori risiko.
(2) Asesmen mandiri (self-assessment) sebagaimana
dimaksud pada ayat (1) dilakukan dengan mengacu pada
kategori risiko sebagaimana dimaksud dalam Pasal 80
dengan format dan tata cara yang ditetapkan Bank
Indonesia dan dipublikasikan melalui aplikasi perizinan
Bank Indonesia.
(3) Bank Indonesia dapat menetapkan kategori risiko yang
berbeda dari hasil asesmen mandiri (self-assessment) PJP
sebagaimana dimaksud pada ayat (2).
(4) Penetapan kategori risiko oleh Bank Indonesia
sebagaimana dimaksud pada ayat (3) harus dipatuhi oleh
PJP."
86,"Pasal 86
(1) Berdasarkan hasil penilaian risiko, PJP wajib:
a. menyampaikan laporan pengembangan aktivitas,
pengembangan produk, dan/atau kerja sama kepada
Bank Indonesia, jika pengembangan aktivitas,
pengembangan produk, dan/atau kerja sama
memenuhi kategori risiko rendah; atau
b. menyampaikan permohonan persetujuan
pengembangan aktivitas, pengembangan produk,
dan/atau kerja sama kepada Bank Indonesia, jika
pengembangan aktivitas, pengembangan produk,
dan/atau kerja sama memenuhi kategori risiko
sedang atau risiko tinggi.
(2) PJP yang melanggar ketentuan sebagaimana dimaksud
pada ayat (1) dikenai sanksi administratif berupa:
a. teguran;
b. denda;
c. penghentian sementara, sebagian, atau seluruh
kegiatan termasuk pelaksanaan kerja sama;
dan/atau
d. pencabutan izin sebagai PJP.
(3) Ketentuan lebih lanjut mengenai tata cara pengenaan
sanksi administratif sebagaimana dimaksud pada ayat (2)
diatur dalam Peraturan Anggota Dewan Gubernur."
